,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
4278,4126652,Sulina,PR,487.1210526315789,574.2261904761905,519.3357142857143,525.0500000000001,468.0952380952381
4279,4126678,Tamarana,PR,483.8377777777778,563.8702127659575,512.3925531914894,523.7355555555555,476.17021276595744
4280,4126702,Tamboara,PR,499.3644444444445,563.5934782608696,519.1434782608695,514.6466666666666,493.04347826086956
4281,4126801,Tapejara,PR,494.55400000000003,555.4490683229814,512.6198757763975,525.0533333333333,468.4472049689441
4282,4126900,Tapira,PR,479.78474576271185,558.2650793650794,501.42380952380955,497.40169491525427,453.015873015873
4283,4127007,Teixeira Soares,PR,504.3592920353982,582.7119658119658,525.8811965811966,541.9681415929203,474.017094017094
4284,4127106,Telêmaco Borba,PR,498.8197594501718,579.4950715421304,538.3267090620031,536.28264604811,487.9809220985692
4285,4127205,Terra Boa,PR,503.80682926829263,566.4836363636364,530.0090909090909,529.6756097560975,528.2727272727273
4286,4127304,Terra Rica,PR,486.8970873786408,553.9,511.0616822429906,518.1189320388349,515.1401869158879
4287,4127403,Terra Roxa,PR,481.3829365079365,546.1915057915058,513.807335907336,519.5253968253968,470.27027027027026
4288,4127502,Tibagi,PR,485.6432835820895,572.7206896551725,520.8482758620689,506.3559701492537,455.58620689655174
4289,4127601,Tijucas do Sul,PR,481.4780487804878,563.6477611940298,518.934328358209,510.1032520325203,455.67164179104475
4290,4127700,Toledo,PR,514.4502762430939,592.9746242572527,547.0451590353023,559.313591160221,529.5700803914715
4291,4127809,Tomazina,PR,490.4319444444444,569.9394736842105,521.1328947368421,523.0902777777778,457.10526315789474
4292,4127858,Três Barras do Paraná,PR,487.53111111111116,570.6387096774193,516.3784946236559,533.2222222222222,485.80645161290323
4293,4127882,Tunas do Paraná,PR,480.4655172413793,539.4055555555556,487.7583333333333,490.5103448275862,428.3333333333333
4294,4127908,Tuneiras do Oeste,PR,461.50638297872337,532.0823529411765,484.2803921568627,491.90425531914894,457.2549019607843
4295,4127957,Tupãssi,PR,485.7796116504855,565.5796296296296,524.3333333333334,531.9834951456311,468.51851851851853
4296,4127965,Turvo,PR,473.52841530054644,541.5010101010101,505.97020202020207,495.0098360655738,433.83838383838383
4297,4128005,Ubiratã,PR,491.0048192771084,557.1266853932584,518.1488764044943,527.4310240963856,503.4269662921348
4298,4128104,Umuarama,PR,509.87629157820237,575.6853156146179,536.911827242525,549.1314932767162,533.3953488372093
4299,4128203,União da Vitória,PR,500.59835255354204,589.0775914634147,540.9227134146341,542.4433278418451,505.4268292682927
4300,4128302,Uniflor,PR,465.02500000000003,543.7032258064515,496.84838709677416,500.1607142857143,494.19354838709677
4301,4128401,Uraí,PR,490.7736842105263,565.0041284403669,515.7119266055046,531.0196172248804,467.88990825688074
4302,4128500,Wenceslau Braz,PR,496.2174418604651,584.4393617021277,540.0058510638298,534.6720930232558,505.74468085106383
4303,4128534,Ventania,PR,462.5338709677419,544.0375,495.275,503.0403225806452,430.0
4304,4128559,Vera Cruz do Oeste,PR,478.8595041322314,565.933064516129,522.2,520.4876033057851,527.4193548387096
4305,4128609,Verê,PR,482.93062499999996,565.2476190476191,512.8255952380953,530.29875,454.04761904761904
4306,4128625,Alto Paraíso,PR,489.4642857142857,541.7233333333334,502.75333333333333,501.86428571428576,457.3333333333333
4307,4128633,Doutor Ulysses,PR,453.71875,540.4145833333333,479.10625,502.64375,395.8333333333333
4308,4128658,Virmond,PR,504.51960784313724,576.6145454545455,531.3745454545455,516.0117647058823,503.6363636363636
4309,4128708,Vitorino,PR,488.5074468085106,557.2740384615385,516.2644230769231,545.3702127659575,481.7307692307692
4310,4128807,Xambrê,PR,479.2950819672131,556.7028985507246,509.2594202898551,522.427868852459,471.30434782608694
4311,4200051,Abdon Batista,SC,475.1041666666667,567.4962962962962,519.4444444444445,526.0749999999999,480.74074074074076
4312,4200101,Abelardo Luz,SC,479.48,563.6664285714286,515.4785714285714,512.3577777777778,513.1428571428571
4313,4200200,Agrolândia,SC,507.2585106382979,593.9680412371134,540.5103092783505,554.0797872340426,525.979381443299
4314,4200309,Agronômica,SC,502.756,591.4796296296297,535.5388888888889,554.44,503.7037037037037
4315,4200408,Água Doce,SC,503.60169491525426,556.4920634920635,531.4380952380952,536.9,512.063492063492
4316,4200507,Águas de Chapecó,SC,483.0971014492753,561.95375,505.60875,543.0884057971015,477.5
4317,4200556,Águas Frias,SC,472.4911111111111,537.7133333333333,493.6355555555555,504.9555555555556,465.3333333333333
4318,4200606,Águas Mornas,SC,507.41829268292685,575.8022471910112,527.3921348314607,561.689024390244,525.6179775280899
4319,4200705,Alfredo Wagner,SC,473.3405405405406,573.89,514.045,519.6405405405405,445.1666666666667
4320,4200754,Alto Bela Vista,SC,509.275,607.3833333333333,539.9833333333333,592.525,514.4444444444445
4321,4200804,Anchieta,SC,509.3877192982456,586.2537190082644,537.7380165289256,550.7210526315789,548.2644628099174
4322,4200903,Angelina,SC,503.03125,593.7470588235294,536.1235294117647,594.471875,516.4705882352941
4323,4201000,Anita Garibaldi,SC,481.66619718309863,560.4453333333333,504.1066666666667,512.1774647887323,490.6666666666667
4324,4201109,Anitápolis,SC,511.93055555555554,582.8690476190476,524.5285714285715,534.0333333333333,504.76190476190476
4325,4201208,Antônio Carlos,SC,509.17151515151517,599.5627218934911,545.5278106508875,584.3678787878788,542.7218934911242
4326,4201257,Apiúna,SC,485.11428571428576,575.4844827586206,532.7637931034483,531.6714285714286,532.7586206896551
4327,4201273,Arabutã,SC,503.8538461538462,577.5910714285714,528.7696428571428,546.6653846153846,537.5
4328,4201307,Araquari,SC,502.8211678832117,580.0064846416382,535.7283276450512,552.5554744525548,526.8941979522184
4329,4201406,Araranguá,SC,510.22165178571424,588.9313089005236,545.1213612565446,551.3052455357143,516.4188481675393
4330,4201505,Armazém,SC,487.64300000000003,559.9438095238095,511.14952380952377,533.711,472.3809523809524
4331,4201604,Arroio Trinta,SC,506.3779661016949,581.7621212121212,534.2303030303029,549.9525423728813,530.3030303030303
4332,4201653,Arvoredo,SC,484.9725,556.4475,512.1600000000001,518.5925,479.5
4333,4201703,Ascurra,SC,492.85999999999996,585.0985074626866,537.1820895522387,544.895,519.7014925373135
4334,4201802,Atalanta,SC,493.72727272727275,578.7108695652174,522.2913043478261,527.7477272727273,590.4347826086956
4335,4201901,Aurora,SC,490.78805970149256,567.8549295774648,531.9957746478873,542.1417910447761,502.8169014084507
4336,4201950,Balneário Arroio do Silva,SC,508.9523489932885,584.5186335403727,542.5018633540373,537.9046979865772,492.67080745341616
4337,4202008,Balneário Camboriú,SC,510.90861344537814,587.5388807785888,545.258102189781,555.2797268907564,522.8515815085158
4338,4202057,Balneário Barra do Sul,SC,506.3670731707317,579.9954022988505,540.7379310344827,542.2914634146341,507.58620689655174
4339,4202073,Balneário Gaivota,SC,492.4859504132232,578.9045112781955,534.1135338345865,532.3578512396695,482.406015037594
4340,4202081,Bandeirante,SC,489.47058823529414,585.7485714285715,528.2857142857143,531.4882352941177,488.57142857142856
4341,4202099,Barra Bonita,SC,478.86,565.85,505.55384615384617,507.936,489.2307692307692
4342,4202107,Barra Velha,SC,486.275092936803,567.8925531914894,531.0560283687943,531.5278810408922,487.4468085106383
4343,4202131,Bela Vista do Toldo,SC,480.3426229508197,556.3253968253969,508.43650793650795,522.7508196721311,451.42857142857144
4344,4202156,Belmonte,SC,485.535,544.5659090909091,503.09772727272724,518.1575,451.3636363636364
4345,4202206,Benedito Novo,SC,501.9706896551724,588.5372881355931,530.0135593220339,540.8137931034482,538.9830508474577
4346,4202305,Biguaçu,SC,499.0253227408143,583.358302238806,536.0525186567164,542.7389275074479,513.2089552238806
4347,4202404,Blumenau,SC,521.9005338078292,600.2756899916365,554.6411485921383,570.4554270462634,539.7936994703094
4348,4202438,Bocaina do Sul,SC,471.3689655172414,562.1689655172414,496.82413793103444,529.0344827586207,462.7586206896552
4349,4202453,Bombinhas,SC,493.15056179775286,575.6773381294963,537.9032374100719,531.5367041198501,496.6906474820144
4350,4202503,Bom Jardim da Serra,SC,458.7176470588235,537.3727272727273,504.6931818181818,503.58235294117645,408.1818181818182
4351,4202537,Bom Jesus,SC,466.04137931034484,542.221875,505.634375,500.59999999999997,438.75
4352,4202578,Bom Jesus do Oeste,SC,493.6172413793103,570.1,518.7,517.7896551724137,490.6666666666667
4353,4202602,Bom Retiro,SC,476.0506666666667,562.276,524.552,534.5786666666667,495.2
4354,4202701,Botuverá,SC,490.45882352941175,570.23,518.01,549.1176470588235,481.0
4355,4202800,Braço do Norte,SC,500.37775061124694,573.0186516853933,527.8658426966292,539.8618581907091,493.7977528089888
4356,4202859,Braço do Trombudo,SC,501.9363636363637,583.2485714285715,535.6857142857143,550.8545454545455,508.0
4357,4202875,Brunópolis,SC,474.6566666666667,560.48,518.2900000000001,497.94666666666666,487.3333333333333
4358,4202909,Brusque,SC,510.6979372937294,584.608567096285,539.576573161486,552.9836633663366,520.3942380591357
4359,4203006,Caçador,SC,510.2160655737705,586.8326717557252,543.3222900763359,549.894262295082,515.9389312977099
4360,4203105,Caibi,SC,482.6077669902912,554.1559633027523,515.4633027522935,516.0611650485437,446.60550458715596
4361,4203154,Calmon,SC,458.024,516.7071428571428,452.6642857142857,479.63199999999995,400.7142857142857
4362,4203204,Camboriú,SC,490.4474145486415,571.6920161290323,528.5983870967742,528.6675723049956,473.741935483871
4363,4203253,Capão Alto,SC,462.3954545454546,546.98,498.57599999999996,499.40909090909093,420.8
4364,4203303,Campo Alegre,SC,496.5534351145038,573.472602739726,531.2876712328767,542.5236641221375,497.26027397260276
4365,4203402,Campo Belo do Sul,SC,466.9135593220339,543.719696969697,485.18939393939394,496.3203389830509,417.8787878787879
4366,4203501,Campo Erê,SC,480.2108843537415,547.883950617284,507.99074074074076,527.5714285714286,462.22222222222223
4367,4203600,Campos Novos,SC,492.2349344978166,575.2914583333334,526.4879166666667,531.1709606986899,507.375
4368,4203709,Canelinha,SC,486.4652631578947,568.7414141414141,519.7282828282828,528.1831578947368,474.74747474747477
4369,4203808,Canoinhas,SC,497.1580075662043,577.9897129186603,533.1552631578948,539.9325346784364,497.511961722488
4370,4203907,Capinzal,SC,491.087786259542,572.2321695760598,520.0690773067332,528.6234096692112,527.0324189526184
4371,4203956,Capivari de Baixo,SC,494.35625000000005,572.1312703583061,529.7547231270358,535.7888888888889,519.8045602605863
4372,4204004,Catanduvas,SC,505.48625954198474,583.5241134751773,538.8304964539008,543.363358778626,551.9148936170212
4373,4204103,Caxambu do Sul,SC,464.73829787234047,518.3176470588236,503.1921568627451,498.54893617021276,507.45098039215685
4374,4204152,Celso Ramos,SC,455.72380952380956,537.7261904761905,490.52619047619044,515.2523809523809,503.3333333333333
4375,4204178,Cerro Negro,SC,482.7952380952381,574.5863636363637,514.7818181818183,483.47142857142853,473.6363636363636
4376,4204194,Chapadão do Lageado,SC,479.834375,573.7,523.1305555555556,517.30625,581.1111111111111
4377,4204202,Chapecó,SC,511.412729498164,589.2257614574438,547.3604611443211,557.6011627906977,531.204099060632
4378,4204251,Cocal do Sul,SC,504.10109289617486,587.7535353535353,540.3878787878788,555.8551912568306,526.7676767676768
4379,4204301,Concórdia,SC,512.3175030599756,590.4586833144155,550.0870601589104,567.8913096695227,572.0771850170261
4380,4204350,Cordilheira Alta,SC,482.63898305084746,569.603125,521.5328125,531.7389830508474,492.1875
4381,4204400,Coronel Freitas,SC,490.84383561643835,572.8592105263158,527.4940789473685,527.2123287671233,485.0
4382,4204459,Coronel Martins,SC,487.05,585.004761904762,509.58809523809526,540.1274999999999,515.2380952380952
4383,4204509,Corupá,SC,498.38611111111106,586.7542372881356,540.4271186440678,554.8481481481481,507.96610169491527
4384,4204558,Correia Pinto,SC,478.8532846715328,553.9340000000001,500.1006666666667,510.7583941605839,444.93333333333334
4385,4204608,Criciúma,SC,517.6595219737857,593.8501428571428,551.5618214285714,569.4128373168851,542.8857142857142
4386,4204707,Cunha Porã,SC,496.55512820512826,577.5135802469135,533.366049382716,545.8461538461538,484.69135802469134
4387,4204756,Cunhataí,SC,494.09999999999997,568.85,520.7466666666667,520.5551724137931,445.3333333333333
4388,4204806,Curitibanos,SC,488.7974683544304,574.7243197278912,531.1972789115646,534.4705244122966,494.1156462585034
4389,4204905,Descanso,SC,504.75689655172414,577.1016393442623,530.2827868852459,556.1603448275862,506.2295081967213
4390,4205001,Dionísio Cerqueira,SC,492.26960784313724,571.5506849315069,523.383105022831,521.9127450980392,507.94520547945206
4391,4205100,Dona Emma,SC,501.89444444444445,591.6,540.2241379310345,567.0240740740741,518.6206896551724
4392,4205159,Doutor Pedrinho,SC,516.6631578947369,576.6142857142856,533.7,543.2736842105263,507.6190476190476
4393,4205175,Entre Rios,SC,482.975,563.672,504.25199999999995,514.485,540.8
4394,4205191,Ermo,SC,497.7314285714285,582.1783783783783,537.3594594594595,526.0085714285714,538.3783783783783
4395,4205209,Erval Velho,SC,490.8228070175439,570.4183333333333,522.5849999999999,552.9543859649123,491.6666666666667
4396,4205308,Faxinal dos Guedes,SC,497.84013605442175,580.4278145695365,525.2198675496688,540.2278911564625,516.4238410596026
4397,4205357,Flor do Sertão,SC,467.9866666666667,561.8199999999999,513.06,494.96666666666664,462.6666666666667
4398,4205407,Florianópolis,SC,535.654429404644,608.8843423367484,566.2889475318224,586.3424342467262,558.1041084549312
4399,4205431,Formosa do Sul,SC,475.95588235294116,556.4411764705883,503.3882352941177,525.1823529411765,460.5882352941176
4400,4205456,Forquilhinha,SC,495.7261224489796,570.814393939394,523.8602272727273,523.0991836734694,488.7878787878788
4401,4205506,Fraiburgo,SC,501.18655097613885,578.0740124740124,532.7245322245323,549.8809110629068,499.95841995841994
4402,4205555,Frei Rogério,SC,469.01000000000005,543.74,505.4,494.13,479.0
4403,4205605,Galvão,SC,493.94666666666666,562.7666666666667,515.59375,520.0933333333334,508.3333333333333
4404,4205704,Garopaba,SC,494.8798994974875,587.3778554778555,540.8706293706293,546.1090452261307,502.93706293706293
4405,4205803,Garuva,SC,484.5006622516557,564.4774390243903,524.8432926829269,526.369536423841,460.4878048780488
4406,4205902,Gaspar,SC,511.30767494356655,588.2900000000001,543.3416666666667,552.8325056433408,516.5833333333334
4407,4206009,Governador Celso Ramos,SC,496.2636815920398,566.1018957345972,522.3862559241707,533.039303482587,492.70142180094786
4408,4206108,Grão Pará,SC,501.90697674418607,568.5766666666667,508.4622222222222,533.660465116279,488.8888888888889
4409,4206207,Gravatal,SC,490.8490196078431,571.5520467836257,519.0742690058479,526.2104575163398,496.37426900584796
4410,4206306,Guabiruba,SC,515.7629310344828,605.8209302325581,546.206976744186,548.9836206896551,518.2945736434109
4411,4206405,Guaraciaba,SC,504.32222222222225,574.4042682926829,525.2085365853659,540.2052287581699,497.4390243902439
4412,4206504,Guaramirim,SC,491.8716180371353,572.2909090909092,524.3689393939394,529.8647214854111,490.95959595959596
4413,4206603,Guarujá do Sul,SC,483.5819277108434,554.2166666666667,516.1088888888889,523.4506024096386,549.3333333333334
4414,4206652,Guatambú,SC,490.2406779661017,561.1305084745762,513.3101694915254,519.2576271186441,465.08474576271186
4415,4206702,Herval d'Oeste,SC,500.7316964285714,577.0116666666667,534.4429166666666,550.9821428571429,504.0833333333333
4416,4206751,Ibiam,SC,491.0052631578948,568.42,520.3149999999999,508.9421052631579,498.0
4417,4206801,Ibicaré,SC,517.4702702702704,602.7526315789473,561.9026315789473,578.0324324324324,570.5263157894736
4418,4206900,Ibirama,SC,515.0895833333333,588.3735099337748,547.6364238410597,546.7652777777778,515.364238410596
4419,4207007,Içara,SC,503.36290598290594,576.1748822605966,534.846781789639,553.5321367521367,510.17268445839875
4420,4207106,Ilhota,SC,491.31875,584.054945054945,542.698901098901,540.0,498.68131868131866
4421,4207205,Imaruí,SC,479.1747747747748,555.8475,512.9375,504.4063063063063,467.8333333333333
4422,4207304,Imbituba,SC,501.5306376360809,585.1587050359713,541.6492086330935,541.8706065318818,516.2877697841726
4423,4207403,Imbuia,SC,489.9728395061729,564.2558139534884,515.5755813953489,512.7641975308642,510.0
4424,4207502,Indaial,SC,504.57942238267145,587.5678868552412,539.144758735441,546.6837545126353,509.61730449251246
4425,4207577,Iomerê,SC,520.0714285714286,599.4795454545455,554.4477272727273,569.1404761904762,559.5454545454545
4426,4207601,Ipira,SC,471.5344262295082,536.8,510.3014925373134,520.5459016393443,455.5223880597015
4427,4207650,Iporã do Oeste,SC,511.41313868613145,590.2520833333333,535.8638888888888,574.2277372262773,567.0833333333334
4428,4207684,Ipuaçu,SC,485.14130434782606,549.4434782608696,507.8195652173913,498.3739130434783,484.7826086956522
4429,4207700,Ipumirim,SC,497.70847457627116,575.1015151515151,533.1287878787879,555.4728813559323,546.3636363636364
4430,4207759,Iraceminha,SC,496.06666666666666,565.5432835820895,518.4447761194031,540.4787878787879,485.67164179104475
4431,4207809,Irani,SC,490.5235294117647,559.1100671140939,511.54966442953014,520.2176470588236,460.93959731543623
4432,4207858,Irati,SC,488.2764705882353,580.0794117647059,518.9794117647059,533.4058823529411,480.0
4433,4207908,Irineópolis,SC,488.7913461538462,574.5736842105264,518.0543859649123,527.2365384615384,510.70175438596493
4434,4208005,Itá,SC,506.2208333333333,582.3696078431373,532.5029411764706,561.3572916666667,522.3529411764706
4435,4208104,Itaiópolis,SC,498.60949999999997,579.790047393365,531.4037914691943,537.6115,487.4881516587678
4436,4208203,Itajaí,SC,500.2958012326656,578.9570113314448,537.1946529745043,544.6484206471495,512.0750708215297
4437,4208302,Itapema,SC,506.1471674876847,582.1793378995434,542.0240867579909,542.0199507389162,524.6575342465753
4438,4208401,Itapiranga,SC,511.0271126760564,584.9652173913043,536.652508361204,567.1144366197183,536.4548494983278
4439,4208450,Itapoá,SC,501.45923566878986,582.1622754491018,540.9353293413174,529.4496815286625,493.65269461077844
4440,4208500,Ituporanga,SC,498.46625000000006,579.2755287009064,533.9549848942598,546.471875,519.4561933534743
4441,4208609,Jaborá,SC,494.7354838709677,580.5952380952381,525.3476190476191,512.6903225806451,575.2380952380952
4442,4208708,Jacinto Machado,SC,495.0208695652174,562.3768,521.2096,534.0956521739131,484.16
4443,4208807,Jaguaruna,SC,488.5934883720931,562.5922077922078,515.8554112554112,524.9544186046511,506.32034632034635
4444,4208906,Jaraguá do Sul,SC,518.6486173956762,592.4924791086352,548.0852367688022,569.4658622423328,545.2831940575674
4445,4208955,Jardinópolis,SC,501.3675675675675,576.6307692307691,527.4153846153846,544.3702702702703,500.0
4446,4209003,Joaçaba,SC,512.9199541284404,599.1985010706638,551.5021413276231,556.126376146789,549.593147751606
4447,4209102,Joinville,SC,518.7366161616162,594.6935471204189,554.6769240837697,571.5587542087542,546.458115183246
4448,4209151,José Boiteux,SC,480.82972972972976,557.0195121951219,505.7463414634146,525.5378378378379,413.6585365853659
4449,4209177,Jupiá,SC,468.00909090909096,562.4499999999999,493.55454545454546,481.9636363636364,532.7272727272727
4450,4209201,Lacerdópolis,SC,505.67272727272723,562.6217391304348,528.7086956521739,546.9136363636363,570.4347826086956
4451,4209300,Lages,SC,506.4322166131253,581.792294446836,537.419715884632,542.119320789353,513.4825656478691
4452,4209409,Laguna,SC,503.7148264984227,589.4403903903903,538.946996996997,541.3036277602523,511.26126126126127
4453,4209458,Lajeado Grande,SC,514.3733333333333,579.275,527.9125,507.15333333333336,506.25
4454,4209508,Laurentino,SC,495.3671875,581.1985294117648,535.9441176470588,539.075,525.2941176470588
4455,4209607,Lauro Müller,SC,496.4702380952381,578.9662857142857,531.8017142857143,534.8369047619047,499.8857142857143
4456,4209706,Lebon Régis,SC,464.25714285714287,555.423595505618,502.6561797752809,507.1107142857143,439.55056179775283
4457,4209805,Leoberto Leal,SC,490.0682926829268,567.8977272727273,510.48409090909087,538.0170731707317,470.45454545454544
4458,4209854,Lindóia do Sul,SC,506.6102040816327,580.3764705882353,515.3156862745097,554.2816326530613,510.19607843137254
4459,4209904,Lontras,SC,498.7723684210526,581.4851851851852,536.7876543209877,550.3210526315789,488.39506172839504
4460,4210001,Luiz Alves,SC,508.7896907216495,586.7323529411765,538.164705882353,561.7371134020618,532.7450980392157
4461,4210035,Luzerna,SC,511.65531914893614,595.6877551020408,556.4704081632653,568.9606382978724,509.7959183673469
4462,4210050,Macieira,SC,469.5133333333333,536.7875,490.2375,517.9066666666666,446.25
4463,4210100,Mafra,SC,508.0721556886228,588.4385714285714,538.704,556.7588323353294,511.0571428571429
4464,4210209,Major Gercino,SC,466.704347826087,559.044,511.164,505.4391304347826,481.6
4465,4210308,Major Vieira,SC,498.7358208955224,587.7367647058824,527.0014705882353,535.4940298507463,522.6470588235294
4466,4210407,Maracajá,SC,478.21566265060244,558.531914893617,506.44893617021273,512.7301204819277,456.3829787234043
4467,4210506,Maravilha,SC,503.24901531728665,591.6863543788187,539.2594704684318,551.0912472647702,525.7026476578411
4468,4210555,Marema,SC,515.964705882353,599.0238095238095,532.9857142857143,549.7529411764707,555.2380952380952
4469,4210605,Massaranduba,SC,497.49696969696976,575.7122302158274,522.1647482014388,537.1992424242425,524.4604316546763
4470,4210704,Matos Costa,SC,450.3434782608696,549.336,483.99199999999996,506.4782608695652,399.2
4471,4210803,Meleiro,SC,521.6473684210526,579.1336734693878,539.6918367346939,549.9631578947368,532.6530612244898
4472,4210852,Mirim Doce,SC,518.8166666666667,576.0307692307692,529.0461538461539,537.4041666666667,493.0769230769231
4473,4210902,Modelo,SC,491.268,569.3053571428571,519.6642857142857,526.254,468.2142857142857
4474,4211009,Mondaí,SC,500.4061946902655,568.546218487395,526.6588235294117,535.8646017699115,511.0924369747899
4475,4211058,Monte Carlo,SC,491.9670454545454,584.1239583333333,529.0583333333333,533.1965909090909,486.6666666666667
4476,4211108,Monte Castelo,SC,468.0655555555556,543.245,496.535,514.3266666666667,449.2
4477,4211207,Morro da Fumaça,SC,500.715,588.0873015873016,537.1772486772487,540.4155555555556,512.6984126984127
4478,4211256,Morro Grande,SC,505.23199999999997,593.5576923076923,533.0884615384615,547.812,503.84615384615387
4479,4211306,Navegantes,SC,486.597385620915,567.9094947735191,525.9644599303135,525.9711484593837,477.4912891986063
4480,4211405,Nova Erechim,SC,477.6118421052632,564.2683544303798,519.0468354430379,525.5052631578948,486.0759493670886
4481,4211454,Nova Itaberaba,SC,512.5869565217391,583.388,533.448,516.2608695652174,545.6
4482,4211504,Nova Trento,SC,508.24051724137934,592.9966942148761,545.9330578512396,537.3948275862069,534.5454545454545
4483,4211603,Nova Veneza,SC,514.2503311258279,590.6982035928144,535.0670658682635,548.3079470198676,514.7305389221557
4484,4211652,Novo Horizonte,SC,485.49743589743593,582.7309523809524,514.9619047619047,554.1743589743589,490.0
4485,4211702,Orleans,SC,511.5564575645756,588.662457337884,534.2778156996587,547.9715867158671,524.2320819112628
4486,4211751,Otacílio Costa,SC,480.659375,556.2048484848485,512.6127272727273,514.5675,454.54545454545456
4487,4211801,Ouro,SC,496.4614035087719,578.9479338842975,527.701652892562,545.7754385964912,513.7190082644628
4488,4211850,Ouro Verde,SC,469.27777777777777,552.4928571428571,498.5785714285715,510.3370370370371,450.7142857142857
4489,4211876,Paial,SC,497.1111111111111,586.7631578947369,515.4578947368421,510.2444444444444,433.6842105263158
4490,4211892,Painel,SC,490.65000000000003,564.5600000000001,505.66499999999996,538.8833333333333,467.0
4491,4211900,Palhoça,SC,505.7183734939759,586.2172005571031,541.1309888579387,550.294766566265,506.7757660167131
4492,4212007,Palma Sola,SC,482.53444444444443,568.5451612903225,512.841935483871,526.4655555555556,480.64516129032256
4493,4212056,Palmeira,SC,485.075,543.7142857142857,507.29285714285714,520.6166666666667,501.42857142857144
4494,4212106,Palmitos,SC,494.87871485943776,576.7674509803923,527.2203921568628,546.9678714859438,502.5882352941176
4495,4212205,Papanduva,SC,475.91900000000004,553.1778801843318,512.1640552995392,518.3285,493.5483870967742
4496,4212239,Paraíso,SC,485.41692307692307,578.6615384615385,510.54923076923075,539.5338461538461,443.0769230769231
4497,4212254,Passo de Torres,SC,483.2661654135338,570.5463768115942,527.6036231884058,499.71729323308267,492.3188405797101
4498,4212270,Passos Maia,SC,464.048,537.203448275862,495.82758620689657,513.156,526.2068965517242
4499,4212304,Paulo Lopes,SC,501.675,583.7104838709678,536.2669354838711,546.2800000000001,524.6774193548387
4500,4212403,Pedras Grandes,SC,506.9603773584906,582.8482142857143,533.1017857142857,528.5245283018868,550.0
4501,4212502,Penha,SC,493.38674698795177,576.0893048128343,536.748128342246,533.5060240963855,487.0053475935829
4502,4212601,Peritiba,SC,531.08,603.1850000000001,541.5350000000001,548.605,586.0
4503,4212650,Pescaria Brava,SC,482.15913978494626,560.1165048543689,514.8000000000001,513.7430107526882,455.7281553398058
4504,4212700,Petrolândia,SC,477.8515151515152,569.41,514.9214285714286,506.03636363636366,485.14285714285717
4505,4212809,Balneário Piçarras,SC,495.61822222222224,573.4857142857143,527.6910204081632,538.2008888888889,489.55102040816325
4506,4212908,Pinhalzinho,SC,508.7331081081081,585.5663430420713,539.1229773462783,556.8530405405405,535.8576051779935
4507,4213005,Pinheiro Preto,SC,495.1666666666667,567.1833333333334,517.25,517.7307692307693,477.6190476190476
4508,4213104,Piratuba,SC,494.67749999999995,563.1159090909091,522.25,551.765,526.3636363636364
4509,4213153,Planalto Alegre,SC,492.83611111111105,561.2111111111111,528.1638888888889,546.9749999999999,488.3333333333333
4510,4213203,Pomerode,SC,520.6687272727272,589.5465753424658,546.4041095890411,567.1676363636363,540.7534246575342
4511,4213302,Ponte Alta,SC,480.74222222222227,573.1673913043478,521.5673913043478,509.25555555555553,456.95652173913044
4512,4213351,Ponte Alta do Norte,SC,477.44814814814816,542.9266666666666,516.8933333333333,517.4629629629629,478.6666666666667
4513,4213401,Ponte Serrada,SC,495.3685950413223,565.754961832061,513.5832061068702,524.0652892561984,502.44274809160305
4514,4213500,Porto Belo,SC,495.15702127659574,577.8298387096773,536.0899193548387,532.815744680851,500.0
4515,4213609,Porto União,SC,508.67394366197186,590.3434878587196,542.849889624724,551.2044600938967,521.5894039735099
4516,4213708,Pouso Redondo,SC,494.95390625,575.7158273381295,521.1035971223021,543.76484375,494.1007194244604
4517,4213807,Praia Grande,SC,482.92928571428575,561.6709677419354,516.8148387096775,529.922142857143,465.93548387096774
4518,4213906,Presidente Castello Branco,SC,483.17586206896556,579.0833333333334,520.4233333333333,521.5620689655173,510.6666666666667
4519,4214003,Presidente Getúlio,SC,494.9165413533834,573.7835616438356,528.5212328767124,543.2503759398496,481.2328767123288
4520,4214102,Presidente Nereu,SC,465.6,550.0357142857143,497.98928571428576,505.2333333333333,489.2857142857143
4521,4214151,Princesa,SC,526.0823529411764,583.709090909091,521.7318181818182,543.7411764705882,489.09090909090907
4522,4214201,Quilombo,SC,492.1127167630058,567.338418079096,515.2559322033899,525.2687861271677,498.7570621468927
4523,4214300,Rancho Queimado,SC,491.35,583.2705882352941,521.5176470588236,531.9733333333334,508.8235294117647
4524,4214409,Rio das Antas,SC,517.418,589.9803921568628,541.7843137254902,554.638,494.11764705882354
4525,4214508,Rio do Campo,SC,485.6125,565.9759036144578,513.5204819277108,538.9775,473.2530120481928
4526,4214607,Rio do Oeste,SC,498.2209677419355,579.54375,533.9484375,561.5193548387097,492.8125
4527,4214706,Rio dos Cedros,SC,512.3441558441558,588.3390243902439,541.9256097560976,521.6532467532468,503.4146341463415
4528,4214805,Rio do Sul,SC,515.7263803680981,590.412630359212,549.7966396292005,563.9934969325153,534.3453070683662
4529,4214904,Rio Fortuna,SC,512.975,596.9063829787234,540.3,551.8227272727273,511.9148936170213
